hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,48,2016,November,48,25,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,48.0,0,1,Canceled,2016-11-13
Resort Hotel,1,126,2016,May,21,21,0,1,2,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,C,2,No Deposit,,367.0,0,Transient,0.0,0,0,No-Show,2016-05-21
City Hotel,0,17,2016,April,16,14,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,96.26,0,1,Check-Out,2016-04-19
Resort Hotel,0,25,2015,October,44,31,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,46.65,1,1,Check-Out,2015-11-06
City Hotel,0,9,2016,December,51,16,0,1,1,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,86.0,0,0,Check-Out,2016-12-17
Resort Hotel,1,95,2017,April,16,17,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,0,Canceled,2017-04-03
Resort Hotel,1,220,2017,April,15,12,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,96.3,0,0,Canceled,2016-09-06
City Hotel,0,103,2017,May,18,3,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,108.0,0,0,Check-Out,2017-05-06
City Hotel,1,6,2017,May,19,10,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0,0,Canceled,2017-05-05
Resort Hotel,0,115,2015,September,37,6,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,107.5,0,0,Check-Out,2015-09-13
City Hotel,0,149,2016,June,27,26,2,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,1,Check-Out,2016-06-30
Resort Hotel,0,6,2017,May,21,21,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,,0,Transient,153.33,0,0,Check-Out,2017-05-27
City Hotel,1,144,2016,July,27,1,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,0,No-Show,2016-07-01
Resort Hotel,0,38,2015,August,33,14,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,242.0,,0,Transient,223.0,0,1,Check-Out,2015-08-16
City Hotel,1,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-03-14
City Hotel,1,171,2017,August,31,3,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2017-03-05
City Hotel,0,1,2017,January,3,20,0,1,2,0.0,0,SC,AGO,Direct,TA/TO,0,0,0,A,K,0,No Deposit,,,0,Group,0.0,0,1,Check-Out,2017-01-21
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-22
City Hotel,1,479,2017,August,32,9,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,112.67,0,0,Canceled,2017-07-27
City Hotel,1,142,2016,April,17,22,2,3,2,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,103.0,0,0,Canceled,2016-01-18
City Hotel,1,167,2017,July,28,9,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Canceled,2017-05-10
City Hotel,0,38,2016,October,42,14,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.5,0,2,Check-Out,2016-10-16
Resort Hotel,1,2,2017,May,19,8,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,152.0,,0,Transient,64.0,0,1,Canceled,2017-05-08
City Hotel,1,290,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,27,2017,May,18,1,1,0,1,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,169.0,0,1,Check-Out,2017-05-02
City Hotel,1,13,2016,September,39,19,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,134.0,0,1,Canceled,2016-09-15
Resort Hotel,1,72,2015,August,34,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Canceled,2015-06-12
Resort Hotel,1,130,2016,June,23,4,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,138.71,0,0,Canceled,2016-04-04
City Hotel,1,51,2016,November,47,15,1,5,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Canceled,2016-09-25
City Hotel,0,28,2017,March,11,13,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Contract,68.0,0,0,Check-Out,2017-03-17
Resort Hotel,1,91,2015,November,49,30,3,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,66.0,0,1,Canceled,2015-09-05
City Hotel,0,46,2016,January,4,18,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2016-01-20
Resort Hotel,0,95,2016,December,53,30,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,172.67,1,0,Check-Out,2017-01-02
City Hotel,0,184,2017,May,21,25,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,129.9,0,0,Check-Out,2017-05-28
City Hotel,1,181,2017,June,23,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2017-01-24
City Hotel,0,23,2016,December,53,30,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,133.55,0,1,Check-Out,2017-01-03
City Hotel,1,315,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0,Canceled,2016-03-15
City Hotel,1,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0,Canceled,2016-02-25
Resort Hotel,1,26,2015,August,35,24,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,191.0,0,2,Canceled,2015-08-22
Resort Hotel,0,108,2016,May,19,5,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,41.35,0,0,Check-Out,2016-05-12
City Hotel,1,580,2017,February,6,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,0,58,2017,May,18,1,1,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.0,0,1,Check-Out,2017-05-05
City Hotel,1,113,2016,September,37,7,1,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,118.8,0,0,Canceled,2016-05-23
City Hotel,0,2,2015,December,50,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-12-10
City Hotel,0,106,2017,August,31,3,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,226.0,1,0,Check-Out,2017-08-07
Resort Hotel,1,3,2016,March,13,24,0,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,387.0,,0,Transient-Party,84.0,0,0,Canceled,2016-03-21
City Hotel,0,67,2016,June,27,26,2,0,3,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,2,Check-Out,2016-06-28
City Hotel,1,245,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0,Canceled,2016-02-09
Resort Hotel,0,48,2016,November,46,9,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,4,A,A,2,No Deposit,168.0,,0,Group,30.0,0,0,Check-Out,2016-11-10
City Hotel,0,6,2015,November,45,3,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,105.0,0,0,Check-Out,2015-11-05
City Hotel,0,518,2017,August,34,26,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-08-29
City Hotel,1,14,2016,October,44,26,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,2,Canceled,2016-10-20
City Hotel,0,27,2017,March,11,16,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,132.18,0,1,Check-Out,2017-03-20
Resort Hotel,1,31,2015,November,47,19,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,31.0,0,0,Canceled,2015-11-16
City Hotel,1,12,2016,March,10,2,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,109.33,0,0,Canceled,2016-02-28
Resort Hotel,0,65,2015,December,53,30,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,102.6,0,2,Check-Out,2016-01-03
City Hotel,0,6,2016,January,4,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,87.0,0,0,Check-Out,2016-01-24
City Hotel,0,115,2016,May,21,16,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,1,Check-Out,2016-05-18
Resort Hotel,0,0,2016,January,5,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,39.0,0,0,Check-Out,2016-01-28
Resort Hotel,0,3,2017,April,14,3,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,61.6,0,0,Check-Out,2017-04-04
City Hotel,0,16,2015,October,42,15,1,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-19
City Hotel,1,31,2016,November,46,11,2,2,1,0.0,0,BB,PER,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.15,0,2,Canceled,2016-10-16
City Hotel,0,99,2016,March,11,12,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,91.45,1,0,Check-Out,2016-03-16
City Hotel,0,72,2017,June,25,18,2,0,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-06-20
Resort Hotel,0,6,2016,September,40,27,2,6,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,117.25,1,1,Check-Out,2016-10-05
City Hotel,0,141,2017,August,33,17,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,195.0,0,1,Check-Out,2017-08-24
Resort Hotel,0,169,2016,January,2,8,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,1,Check-Out,2016-01-13
City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-28
Resort Hotel,1,330,2016,June,25,14,2,8,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,48.88,0,0,Canceled,2016-01-25
Resort Hotel,0,1,2015,August,32,7,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,144.0,0,Transient,114.0,0,0,Check-Out,2015-08-08
City Hotel,1,121,2016,June,26,24,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,2016-05-03
City Hotel,0,20,2016,August,36,29,1,0,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,85.0,0,1,Check-Out,2016-08-30
Resort Hotel,0,183,2016,April,16,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-18
City Hotel,1,39,2017,February,6,10,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.0,0,0,Canceled,2017-01-11
Resort Hotel,1,7,2016,January,3,16,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,57.6,0,0,Canceled,2016-01-15
City Hotel,0,0,2017,March,10,10,2,4,2,1.0,0,BB,BRA,Online TA,TA/TO,1,0,0,A,D,2,No Deposit,,,0,Transient,104.72,0,3,Check-Out,2017-03-16
City Hotel,0,61,2016,August,34,16,0,3,2,2.0,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,242.0,1,1,Check-Out,2016-08-19
City Hotel,0,18,2016,October,43,22,1,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,300.0,0,4,Check-Out,2016-10-24
City Hotel,0,109,2016,August,32,4,0,3,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,176.25,1,1,Check-Out,2016-08-07
Resort Hotel,0,0,2016,February,7,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,6,A,D,0,No Deposit,,,0,Transient,48.0,1,1,Check-Out,2016-02-11
City Hotel,0,42,2016,August,34,20,1,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,216.9,0,2,Check-Out,2016-08-22
Resort Hotel,0,0,2017,August,34,26,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,230.0,0,1,Check-Out,2017-08-27
Resort Hotel,1,132,2015,August,34,17,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,2,Canceled,2015-05-01
Resort Hotel,1,100,2016,July,29,12,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0,0,Canceled,2016-04-04
City Hotel,1,274,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,1,140,2015,November,47,18,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,87,Transient-Party,75.0,0,0,Canceled,2015-11-17
Resort Hotel,1,172,2016,January,4,17,3,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1,Canceled,2015-09-21
City Hotel,0,182,2017,July,27,5,2,5,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.9,0,0,Check-Out,2017-07-12
Resort Hotel,0,241,2016,July,27,2,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,110.0,1,1,Check-Out,2016-07-03
Resort Hotel,0,1,2016,December,51,17,0,1,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,84.0,1,1,Check-Out,2016-12-18
Resort Hotel,1,294,2017,August,34,20,2,1,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,190.88,0,2,Canceled,2017-07-27
Resort Hotel,1,95,2016,December,52,18,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,0,Canceled,2016-09-14
City Hotel,0,12,2016,September,37,8,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,,0,Transient,129.0,0,2,Check-Out,2016-09-09
Resort Hotel,1,139,2017,August,32,7,1,2,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,240.0,0,1,Canceled,2017-04-24
City Hotel,1,19,2016,December,53,31,2,2,2,0.0,0,BB,BIH,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.5,0,0,Canceled,2016-12-13
City Hotel,0,16,2017,February,8,25,2,1,1,0.0,0,BB,CHN,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30.0,,0,Transient-Party,75.0,0,1,Check-Out,2017-02-28
City Hotel,0,346,2016,September,38,13,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-09-15
City Hotel,0,84,2016,June,25,15,1,4,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.1,0,2,Check-Out,2016-06-20
City Hotel,0,256,2016,June,25,15,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-17
City Hotel,1,52,2017,March,10,5,6,13,2,0.0,0,BB,SEN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.0,0,2,Canceled,2017-02-21
Resort Hotel,1,86,2017,January,3,20,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,1,Canceled,2016-11-08
Resort Hotel,0,26,2016,January,1,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,,0,Transient,65.0,0,1,Check-Out,2016-01-03
City Hotel,0,1,2016,November,48,25,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Transient,181.0,0,2,Check-Out,2016-11-26
City Hotel,0,12,2016,October,42,10,1,0,2,0.0,0,BB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,130.0,0,0,Check-Out,2016-10-11
City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-08
City Hotel,0,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-09
City Hotel,1,4,2017,January,2,10,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,70.0,0,0,Canceled,2017-01-09
City Hotel,0,162,2017,June,22,3,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,89.1,0,0,Check-Out,2017-06-06
City Hotel,0,28,2016,August,36,30,0,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.5,0,2,Check-Out,2016-09-03
Resort Hotel,0,201,2017,July,31,31,1,4,2,0.0,0,HB,CHE,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,219.32,0,3,Check-Out,2017-08-05
City Hotel,0,20,2017,February,7,16,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,124.1,0,2,Check-Out,2017-02-20
City Hotel,1,2,2016,June,26,22,0,1,1,0.0,0,SC,DEU,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,124.0,0,0,Canceled,2016-06-21
Resort Hotel,0,6,2017,June,24,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,535.0,,0,Transient,114.75,0,0,Check-Out,2017-06-15
Resort Hotel,0,48,2015,September,36,1,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,151.0,0,0,Check-Out,2015-09-04
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13
City Hotel,1,19,2017,February,9,27,1,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,22.0,,0,Transient,120.0,0,0,Canceled,2017-02-21
City Hotel,1,41,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,98.67,0,2,Canceled,2015-09-21
City Hotel,1,68,2015,September,40,29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,48.0,0,0,Canceled,2015-09-11
City Hotel,1,301,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,315,2016,September,38,17,1,1,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,38,Transient-Party,65.0,0,1,Check-Out,2016-09-19
Resort Hotel,0,2,2016,October,43,19,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,52.8,0,0,Check-Out,2016-10-20
City Hotel,0,257,2016,July,29,16,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,90.5,0,0,Check-Out,2016-07-17
Resort Hotel,1,7,2015,November,48,23,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,,0,Transient,34.0,0,0,Canceled,2015-11-23
City Hotel,0,72,2015,September,37,11,0,2,2,0.0,0,HB,LUX,Groups,TA/TO,0,0,0,A,D,0,No Deposit,30.0,,0,Transient-Party,126.0,0,0,Check-Out,2015-09-13
City Hotel,1,143,2017,May,18,4,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,151.0,,0,Transient,100.0,0,0,Canceled,2016-12-12
City Hotel,0,16,2017,July,28,11,0,3,2,2.0,0,BB,FIN,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Transient,236.67,0,0,Check-Out,2017-07-14
City Hotel,1,28,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0,Canceled,2017-02-02
Resort Hotel,1,168,2016,April,16,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,245.0,,0,Transient,86.0,0,0,Canceled,2016-01-05
Resort Hotel,0,202,2016,June,25,17,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1,Check-Out,2016-06-25
City Hotel,1,205,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0,Canceled,2016-03-15
City Hotel,1,25,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17
City Hotel,0,0,2016,December,52,19,1,4,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.88,0,0,Check-Out,2016-12-24
City Hotel,0,395,2017,May,20,17,0,3,1,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,91.33,0,0,Check-Out,2017-05-20
City Hotel,0,176,2017,June,22,1,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,2017-06-04
City Hotel,0,36,2015,October,42,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,112.0,0,0,Check-Out,2015-10-16
Resort Hotel,1,37,2016,April,15,9,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,35.1,0,0,Canceled,2016-03-03
Resort Hotel,1,221,2017,April,18,30,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,71.43,0,0,Canceled,2016-10-13
